,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,23.2586459959748,12.1268161928801,77.9506318028989,93.2314265040914,171.145723887105,59.1578172167001,19.1965464374034,41.9380577182728,99.6943235334211,106.677675829384,46.2638210702471,27.9406633096787,78.0544849285589,59.8748073970664,55.9200470938777,54.069937594626,198.75091274126,105.209261987399,49.763290406202,50.5298815230326,44.0989695958042,19.8995229728253,96.2303860622578,62.9034083641882,90.7808642377167,14.6996250944694,54.5480706708768,194.979119627825,45.5904430802429,20.8334717284788,17.0425310234277,19.4513791160061,174.247021654052,98.9169515484118,105.844366160113,47.1510710178054,19.1515876622834,160.514695742638,90.4994399060724,24.7563681480451,77.5644026157333,18.5631331155728,79.8758930251679,55.557607771957,106.543379687683,109.128070530067,10.8470656003119,192.849016908991,27.1112079595059,105.839351082637,24.5804692043066,206.105493397557,204.962716636573,19.779619040828,21.4596160505862,19.9368323844656,55.8509705940041,20.4174993610577,26.8606932713019,20.7188683375507,90.6517338042531,197.201805062987,169.396994264031,187.21764029007,14.6923610426802,45.7556069414259,45.4488891839273,175.750811545677,25.7592138874124,20.477075998926,172.451482379762,199.382549341203,191.23321998687,84.9822899792071,212.711906625374,48.8250692505408,18.3246056779835,17.3311320920711,95.0629031769386,16.2721303572798,22.1142402351952,26.1465307719827,21.3021105639618,23.8404652186291,173.299034641328,97.3016295050329,84.2838844755497,25.98680511368,18.7150450690824,19.4693813860849,17.4486079408944,24.6849291140597,26.0841715861807,22.6859182075204,42.4374087063097,18.6708687825685
,2,32.7998332606867,16.8604322692117,111.295628701278,133.479409433815,248.049204936171,84.2812591947777,27.1605709907135,59.3783625389542,142.777084813581,153.00641253945,65.7769956396096,39.6435156624339,111.539713654819,85.319358233136,79.5440678318537,76.9630417416674,289.136667724862,150.829646094462,70.5901490162305,71.8051288938859,62.529706317785,28.1270746406371,137.817076271067,89.6828853448542,129.876599290468,20.4887926195124,77.6791226708619,283.480361149261,64.8379463166639,29.5388827996867,23.8342528660387,27.5264382383712,252.612328915839,141.785254214593,151.817303321008,67.0435490212267,26.8682494043633,232.326023371249,129.535151013957,35.0672126133732,110.699618197957,26.2412350240447,114.157200360388,79.0890128520059,152.813427957142,156.56766185665,14.9535495417958,280.46478647641,38.4218097812145,151.820509192054,34.8553196809617,300.218961016499,298.547665336975,27.8569290806599,30.4054086662472,28.2034650737869,79.5027454929104,28.9340183829754,38.0980829960563,29.2852250433307,129.664539686163,287.038565377999,245.430109525562,271.898727710495,20.4665723231237,65.0702676223236,64.6260339927858,254.815929611381,36.5269687206246,28.7638812803507,249.953389147057,290.035564510637,277.910390727387,121.541770056074,310.115132635829,69.4047087421268,25.9185465659348,24.4759752878135,136.13513889054,22.9437777109815,31.1594257209154,37.0852951854386,30.151396859992,33.7831315034991,251.150504506393,139.322463430436,120.49240123224,36.8621499136389,26.4289805687722,27.254232363819,24.4374572705428,34.9825130610279,36.9869456111592,32.1373510865169,60.1647203773055,26.2575827754517
,3,46.4759433374302,23.7530512079975,158.47554067603,190.267142073481,355.23112525789,119.907100653956,38.5330344408749,84.2718767154684,203.548433304105,218.254508609665,93.503549059491,56.3067633970031,158.875222949448,121.3913337614,113.098125106327,109.452790756261,414.64188874905,215.112599656335,100.259046482755,102.053287274995,88.7947805969015,39.8884103253986,196.475913905042,127.626688113089,185.07942039407,28.8971795677244,110.49243524357,406.440818193845,92.1785870571339,41.9426778964644,33.6571418918611,39.0563864284004,361.800098784201,202.200197698869,216.563649905974,95.3066957448555,37.9893967907847,332.546141001312,184.625465947588,49.7737568130542,157.601987278796,37.2146681511604,162.612182665437,112.482433282421,217.979413052146,223.362316825966,20.9952562413846,402.160847751252,54.5474031653821,216.571332969272,49.4931594070686,430.733200020752,428.332091593587,39.4513373104601,43.1604786821244,40.0092532085373,113.06880990347,41.075660088085,54.1031130265974,41.5318804607296,184.762862542232,411.713968987357,351.434109414084,389.678516157592,28.8595642219461,92.5072814470377,91.8703672244937,364.969758674668,51.8680771000963,40.6922899158326,357.962772699397,415.919457433378,398.390256657195,173.179878230939,445.07311647396,98.6537826524591,36.7658837308063,34.6999293794352,194.073358136046,32.5064605932957,44.1348530575824,52.6661732891071,42.783273622822,47.9585753999199,359.66188555493,198.606765117934,171.657528466105,52.352467610337,37.4673983713583,38.5051968951848,34.5324111076588,49.6620934304256,52.5189147487445,45.6161707006167,85.4300907373072,37.1627826254316
,4,66.088826760405,33.8509245053765,224.945286988358,269.959570097293,503.088716149319,170.250707746233,54.7657493434181,119.767155278347,288.794398292433,309.58778401147,132.801682326539,79.9948108667741,225.481946145798,172.353300293078,160.620029215377,155.429756407155,586.886241683839,305.153087733021,142.449087328781,144.958800837608,126.167953296082,56.7013663898024,278.756209894419,181.193819021896,262.630209190458,41.1673684666266,156.894616979701,575.33220846091,130.91312690009,59.5925735865549,47.9221528279077,55.5078697404088,512.370597265901,286.840568565395,307.186286166106,135.361516962743,54.0653049463399,471.059525486608,261.966143884469,70.7312622139152,223.719461426712,52.898565319204,230.781823299175,159.729213993399,309.197673098392,316.818198798398,29.9617006064509,569.246845501389,77.5087439862018,307.195094345433,70.3195290796521,609.54027782879,606.144785235911,56.1111988082712,61.3293536745205,56.8660363168428,160.562736320891,58.3662989655732,76.8685166772648,59.0371169081345,262.189838914998,582.694246827555,497.737462886135,551.69985876347,41.1155126639815,131.381514055817,130.479896554423,516.853549661548,73.6941311443807,57.9001248715767,506.955170101867,588.701397788318,563.977508240221,245.752574849932,629.745991574407,140.120530873775,52.2566350816933,49.3302732301963,275.349639383414,46.2246996867243,62.767025834959,74.8251026672269,60.8024841426613,68.1468412154645,509.37026978147,281.789399868769,243.608569520392,74.3783303747041,53.2663323195829,54.8191413658442,49.1571598452229,70.5662097053309,74.6199812581581,64.8206169628256,121.388612733713,52.8686799321295
,5,94.2328485464386,48.7429671999389,318.022248073326,380.955793312876,704.196337536038,241.058081817277,77.9188864977696,170.293218148384,407.435620162748,436.343675635054,188.300240638136,113.590400179208,318.600736863928,244.00615439297,227.664234226877,220.212633642666,819.522044092152,430.223609487779,202.281518491887,205.60311759153,179.215474063266,80.7267528116872,393.281021942264,256.425312710501,370.789635487939,59.1669886305226,222.217608057212,803.696047673931,185.589330859853,84.6637425081481,68.7259108683493,78.9620318090765,717.066854528519,404.455427573144,432.945614882932,191.91954694389,77.3668592388194,659.945109828333,369.739015582276,100.550814915865,316.374456261636,75.3105027569754,326.058922008749,226.285394751767,435.793832573291,446.442327094323,43.3932710969448,795.047729413765,110.146193731679,432.941231553609,99.8967854434422,850.466218618911,845.739864432206,80.0782683856451,87.173893856414,80.9161136362318,227.474093925659,82.9487770034884,109.178417631653,84.0509289825868,370.21811375857,813.385239635267,696.864314420533,771.222983606189,59.1188414342441,186.257310620329,184.995530332478,723.293027027511,104.687644439568,82.7801173383123,709.587295017568,822.093933590296,788.055179651523,347.043587931493,878.167789388945,198.70278303653,74.3661776583549,70.2746296760779,388.493999189219,65.9210382282554,89.5534326915677,106.276491503516,86.484482978658,96.8524222127298,713.024575247742,397.612370889881,344.109892344338,105.632948830895,75.8834319548941,78.5543663330845,70.4209530625039,100.287493843271,106.00648724614,92.1464563828004,172.448610069477,75.527937364127
