,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,E11,FAM,ORF1ab_covid,Unkn,,,3.3201254141191,3.3201254141191,0,NaN,NaN,NaN,0,60,
,E12,FAM,ORF1ab_covid,Unkn,,,4.59459739392025,4.59459739392025,0,NaN,NaN,NaN,0,60,
,F01,FAM,ORF1ab_covid,Unkn,,,3.18117792503423,3.18117792503423,0,NaN,NaN,NaN,0,60,
,F02,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F03,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F04,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F05,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F06,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F07,FAM,ORF1ab_covid,Unkn,,,3.07061102300068,3.07061102300068,0,NaN,NaN,NaN,0,60,
,F08,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F09,FAM,ORF1ab_covid,Unkn,,,4.08836416029703,4.08836416029703,0,NaN,NaN,NaN,0,60,
,F10,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F11,FAM,ORF1ab_covid,Unkn,,,3.15109313788792,3.15109313788792,0,NaN,NaN,NaN,0,60,
,F12,FAM,ORF1ab_covid,Unkn,,,1.54991307144962,1.54991307144962,0,NaN,NaN,NaN,0,60,
,G01,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G02,FAM,ORF1ab_covid,Unkn,,,4.47714974491488,4.47714974491488,0,NaN,NaN,NaN,0,60,
,G03,FAM,ORF1ab_covid,Unkn,,,3.07792696772587,3.07792696772587,0,NaN,NaN,NaN,0,60,
,G04,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G05,FAM,ORF1ab_covid,Unkn,,,3.65256933909231,3.65256933909231,0,NaN,NaN,NaN,0,60,
,G06,FAM,ORF1ab_covid,Unkn,,,4.11021274536905,4.11021274536905,0,NaN,NaN,NaN,0,60,
,G07,FAM,ORF1ab_covid,Unkn,,,3.22592968381711,3.22592968381711,0,NaN,NaN,NaN,0,60,
,G08,FAM,ORF1ab_covid,Unkn,,,3.31255900813721,3.31255900813721,0,NaN,NaN,NaN,0,60,
,G09,FAM,ORF1ab_covid,Unkn,,,2.89787832643838,2.89787832643838,0,NaN,NaN,NaN,0,60,
,G10,FAM,ORF1ab_covid,Unkn,,,1.67146451429188,1.67146451429188,0,NaN,NaN,NaN,0,60,
,G11,FAM,ORF1ab_covid,Unkn,,,1.22598599849413,1.22598599849413,0,NaN,NaN,NaN,0,60,
,G12,FAM,ORF1ab_covid,Unkn,,,1.28531838021711,1.28531838021711,0,NaN,NaN,NaN,0,60,
,H01,FAM,ORF1ab_covid,Unkn,,,4.37487724952248,4.37487724952248,0,NaN,NaN,NaN,0,60,
,H02,FAM,ORF1ab_covid,Unkn,,,1.39007982275747,1.39007982275747,0,NaN,NaN,NaN,0,60,
,H03,FAM,ORF1ab_covid,Unkn,,,3.12545130119575,3.12545130119575,0,NaN,NaN,NaN,0,60,
,H04,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H05,FAM,ORF1ab_covid,Unkn,,,2.9663594750217,2.9663594750217,0,NaN,NaN,NaN,0,60,
,H06,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H07,FAM,ORF1ab_covid,Unkn,,,4.19399006960662,4.19399006960662,0,NaN,NaN,NaN,0,60,
,H08,FAM,ORF1ab_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H09,FAM,ORF1ab_covid,Unkn,,,3.23538488958524,3.23538488958524,0,NaN,NaN,NaN,0,60,
,H10,FAM,ORF1ab_covid,Unkn,,,2.97781314526084,2.97781314526084,0,NaN,NaN,NaN,0,60,
,H11,FAM,ORF1ab_covid,Unkn,,,4.83399592903645,4.83399592903645,0,NaN,NaN,NaN,0,60,
,H12,FAM,ORF1ab_covid,Unkn,,,1.09462073579485,1.09462073579485,0,NaN,NaN,NaN,0,60,
,A01,HEX,IEC,Neg Ctrl,,,NaN,0,0,NaN,NaN,0,0,60,
,A02,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A03,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A04,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A05,HEX,IEC,Unkn,,,2.72707785411273,2.72707785411273,0,NaN,NaN,NaN,0,60,
,A06,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A07,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A08,HEX,IEC,Unkn,,,2.72982403643755,2.72982403643755,0,NaN,NaN,NaN,0,60,
,A09,HEX,IEC,Unkn,,,2.54367937816569,2.54367937816569,0,NaN,NaN,NaN,0,60,
,A10,HEX,IEC,Pos Ctrl,,,NaN,0,0,NaN,NaN,0,0,60,
,A11,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A12,HEX,IEC,Unkn,,,2.56680580909784,2.56680580909784,0,NaN,NaN,NaN,0,60,
,B01,HEX,IEC,Unkn,,,2.60746535331758,2.60746535331758,0,NaN,NaN,NaN,0,60,
,B02,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B03,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B04,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B05,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B06,HEX,IEC,Unkn,,,2.29085829945022,2.29085829945022,0,NaN,NaN,NaN,0,60,
,B07,HEX,IEC,Unkn,,,2.85458727772521,2.85458727772521,0,NaN,NaN,NaN,0,60,
,B08,HEX,IEC,Unkn,,,2.55374940300928,2.55374940300928,0,NaN,NaN,NaN,0,60,
,B09,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B10,HEX,IEC,Unkn,,,2.79425291277768,2.79425291277768,0,NaN,NaN,NaN,0,60,
,B11,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B12,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C01,HEX,IEC,Unkn,,,4.58266613344925,4.58266613344925,0,NaN,NaN,NaN,0,60,
,C02,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C03,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C04,HEX,IEC,Unkn,,,4.24098345356332,4.24098345356332,0,NaN,NaN,NaN,0,60,
,C05,HEX,IEC,Unkn,,,2.47189760811015,2.47189760811015,0,NaN,NaN,NaN,0,60,
,C06,HEX,IEC,Unkn,,,2.42845147703803,2.42845147703803,0,NaN,NaN,NaN,0,60,
,C07,HEX,IEC,Unkn,,,4.26679551389416,4.26679551389416,0,NaN,NaN,NaN,0,60,
,C08,HEX,IEC,Unkn,,,4.13855170773151,4.13855170773151,0,NaN,NaN,NaN,0,60,
,C09,HEX,IEC,Unkn,,,3.01143099540152,3.01143099540152,0,NaN,NaN,NaN,0,60,
,C10,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C11,HEX,IEC,Unkn,,,2.42060524795569,2.42060524795569,0,NaN,NaN,NaN,0,60,
,C12,HEX,IEC,Unkn,,,2.39447447377289,2.39447447377289,0,NaN,NaN,NaN,0,60,
,D01,HEX,IEC,Unkn,,,1.96593811354685,1.96593811354685,0,NaN,NaN,NaN,0,60,
,D02,HEX,IEC,Unkn,,,4.55189443000791,4.55189443000791,0,NaN,NaN,NaN,0,60,
,D03,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D04,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D05,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D06,HEX,IEC,Unkn,,,1.03150257722622,1.03150257722622,0,NaN,NaN,NaN,0,60,
,D07,HEX,IEC,Unkn,,,2.60777769232668,2.60777769232668,0,NaN,NaN,NaN,0,60,
,D08,HEX,IEC,Unkn,,,2.83203156566494,2.83203156566494,0,NaN,NaN,NaN,0,60,
,D09,HEX,IEC,Unkn,,,4.3130312760664,4.3130312760664,0,NaN,NaN,NaN,0,60,
,D10,HEX,IEC,Unkn,,,2.59444594226169,2.59444594226169,0,NaN,NaN,NaN,0,60,
,D11,HEX,IEC,Unkn,,,2.44481281508323,2.44481281508323,0,NaN,NaN,NaN,0,60,
,D12,HEX,IEC,Unkn,,,2.58471590930837,2.58471590930837,0,NaN,NaN,NaN,0,60,
,E01,HEX,IEC,Unkn,,,3.10497877204072,3.10497877204072,0,NaN,NaN,NaN,0,60,
,E02,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E03,HEX,IEC,Unkn,,,3.23269090700919,3.23269090700919,0,NaN,NaN,NaN,0,60,
,E04,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E05,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E06,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E07,HEX,IEC,Unkn,,,2.15990751397262,2.15990751397262,0,NaN,NaN,NaN,0,60,
,E08,HEX,IEC,Unkn,,,1.28268808587757,1.28268808587757,0,NaN,NaN,NaN,0,60,
,E09,HEX,IEC,Unkn,,,2.17510711309684,2.17510711309684,0,NaN,NaN,NaN,0,60,
,E10,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E11,HEX,IEC,Unkn,,,2.48269219952165,2.48269219952165,0,NaN,NaN,NaN,0,60,
,E12,HEX,IEC,Unkn,,,2.6269805026075,2.6269805026075,0,NaN,NaN,NaN,0,60,
,F01,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F02,HEX,IEC,Unkn,,,2.45424209977946,2.45424209977946,0,NaN,NaN,NaN,0,60,
,F03,HEX,IEC,Unkn,,,3.97609147605595,3.97609147605595,0,NaN,NaN,NaN,0,60,
,F04,HEX,IEC,Unkn,,,2.80730515116938,2.80730515116938,0,NaN,NaN,NaN,0,60,
,F05,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F06,HEX,IEC,Unkn,,,1.90007015503113,1.90007015503113,0,NaN,NaN,NaN,0,60,
,F07,HEX,IEC,Unkn,,,2.45736224807004,2.45736224807004,0,NaN,NaN,NaN,0,60,
,F08,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F09,HEX,IEC,Unkn,,,2.09804097563087,2.09804097563087,0,NaN,NaN,NaN,0,60,
