,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,85.2194630197337,76.0085801562009,12.5307518855188,77.4869220928322,59.6112544389334,87.1937156837657,142.78258689248,74.1273175028864,22.5757963433452,41.5535483736921,17.2688445432977,68.9211018876704,47.5208526269935,22.4452139423338,132.564142194692,37.5366846674196,75.3828600702354,75.8667488283063,60.3012751001625,15.1689917287713,78.5501884377718,91.5563162533163,145.258539889988,53.9938328562539,155.938882101197,40.7950245415932,150.763896332535,14.1070433619352,31.9411272052394,81.0157513095055,52.7320832328005,32.5066015946604,26.371738515064,82.1581155185222,21.077959124601,16.065358143027,31.9339479861037,31.2070280389089,63.0032115093763,73.5042712854502,46.8002010666814,145.790454127075,77.9921505375478,50.2057963898342,53.970960470926,52.4318254599475,156.471818323331,76.1021629791512,54.2996458663347,52.1943993653713,53.911504454044,62.2191440905908,27.3270176972164,28.2886280928524,93.39504599456,76.8021499537663,152.838983908485,47.0275780709762,135.117540367457,26.3684665980554,15.2593014013664,57.9649840718248,145.499380435201,130.848044726982,124.964809889202,26.8363805070439,41.8148167874633,76.8845710636879,26.8522318692048,75.0774928290784,67.6920077781224,70.1357951301752,65.3607694711363,84.3505619121406,69.9978861747213,65.6310833077878,87.9907491720769,12.8384399163206,81.0081890694937,23.5367550794426,20.5199943521084,48.0676294114037,67.0560597683834,19.5345518293907,68.5112593385074,121.481312084951,148.299614136839,31.5949873688924,17.1151082346387,32.4561184040504,100.707102596476,35.3861651451025,45.4288067648158,72.6587212644436,28.6313631682797,145.218872644547
,2,121.742084706955,108.480095800063,17.7336108785121,110.524231929978,84.8592899600462,124.677577103105,205.410840000507,105.770393154388,31.971773317814,59.0213973819091,24.5231432567698,98.204258421064,67.5417018532689,31.7907300398028,190.658959278036,53.5383375571582,107.496486143064,108.205382070611,85.8226034359441,21.4938797378236,112.112058125966,130.875257381723,209.145922453812,76.8245273202083,225.101453355135,57.932907083441,217.416331267808,19.9723523186894,45.3463678040252,115.621517907151,74.9910896444417,46.2993462327759,37.4126650126555,117.359516882128,29.9353710452024,22.7733281526453,45.3374576557999,44.2915109682008,89.9673670900156,104.8106297846,66.493081813318,209.845766602625,111.336201305046,71.3831280675668,76.7892126987235,74.5685649698444,225.433915339574,108.773727834069,77.2423357330126,74.2751228832749,76.6796052571735,88.6250816751326,38.9976791073505,40.1855799138339,133.615672318065,109.536455763046,220.093089437642,66.8602984938625,194.199170870698,37.3796704157594,21.6107623174294,82.528203735942,209.647956732831,188.139298006934,179.360359394781,38.0767861860159,59.3860863665795,109.64222897083,38.3297980204634,107.058813260945,96.4800064673545,99.9818458238897,93.0894307293429,120.457969618668,99.8239245183413,93.6230944703339,125.660295742146,18.1748229854138,115.594702118025,33.3572428787038,29.1266413742342,68.3311867813418,95.5875499983231,27.7133162727505,97.6546998735557,174.332652451059,213.688262516955,44.8705056553126,24.2660865742746,46.0779276365529,144.095202125624,50.521457118658,64.5513497087195,103.565550230476,40.9624563577054,208.997286990083
,3,173.387707973296,154.441991362685,25.1598136926486,157.313513266524,120.688540180064,177.628079455187,293.344631139259,150.569144994795,45.3769459217256,83.8671691749805,34.8422348177437,139.7200713661,95.996840159577,45.120424966165,272.251512689169,76.1985558663373,152.988715853106,154.009259358268,122.048565267196,30.5103117363424,159.612862774429,186.438477427955,298.7745708754,109.239079495047,321.883182068455,82.3110382797886,310.776750676334,28.3428011889146,64.4219427536464,164.605343836032,106.610485710296,65.8600777382235,53.1353546727723,167.139087185381,42.5327441958152,32.3348426091989,64.4096241792877,62.9164253323424,128.109043056398,149.162837246908,94.4940196951466,299.738925518957,158.521570466261,101.472932723429,109.186858985892,106.012755318146,322.121136442142,154.944852404126,109.824750606685,105.619165906522,109.017721339114,126.074312780222,55.5166436309837,57.1055073148636,190.403927518951,155.900644930312,314.433006925638,95.0409649630583,277.235610178011,53.0719283763765,30.6708548204324,117.379165174106,299.578784628216,268.623078821301,255.915757406975,54.081262049177,84.3816213144664,156.046561462316,54.5729778713521,152.364300575186,137.283437465742,142.276376817104,132.419426204603,171.532360720294,142.071175079908,133.259394699357,178.945517842359,25.7923899586349,164.557794870398,47.3558800942928,41.3768389891438,97.1289786137168,136.019899651518,39.3586725930836,138.957834079444,248.725019962688,305.352659742246,63.7562278995056,34.4555073202228,65.4606310564959,205.348601635018,71.9350927813111,91.7388776364396,147.368778853594,58.3706837137315,298.512850549069
,4,246.08780167248,219.229050497678,35.7574689319736,223.325648798628,171.381001244082,252.071530335877,415.913917956447,213.739464576108,64.4840075696438,119.130722586917,49.4944073534343,198.378813759812,136.348978759483,64.1180980876588,386.021104214631,108.171997064501,217.194295001295,218.637140624222,173.318020113098,43.3551911691729,226.569557901195,264.588683270896,423.556555279542,155.134544949487,456.139975253767,116.92545845113,440.467703136283,40.2779808200503,91.5147675521348,233.65818049593,151.411027743663,93.513346535864,75.4905061129075,237.223356669406,60.4173357754389,45.9425064224288,91.4978901286722,89.3816282724911,181.832045647083,211.762986608498,134.220874943534,424.945352092369,225.013206416386,144.118338235269,155.059775378429,150.560582662629,456.612585060147,219.893258852572,155.969129836836,149.989394440484,154.825979336549,179.014203851322,78.804609666402,81.1145817991437,270.180410093221,221.323791776351,445.746899000514,134.984343271651,393.127310888384,75.4074233096298,43.5848622984422,166.678407194284,424.648925285489,380.89422657786,362.969662787064,76.8317302716068,119.86365563945,221.533783147715,77.4619452659272,216.307078415505,194.911572718945,201.994601642157,188.025078891039,243.468837556628,201.692743746685,189.17291245043,253.989344771197,36.6529870967306,233.595371418778,67.2898892907706,58.7789400735001,137.952776075299,193.11499455577,55.9179132006357,197.287380728479,352.781208431536,432.833241679563,90.5645002832916,48.9551144039606,92.9919842955269,291.383691653619,102.101703863474,130.30583153701,209.229412011066,82.8257317040798,423.215245532147
,5,347.788435491675,310.031013119391,50.869056982523,315.954478531738,242.795641106915,356.030559890044,585.022559866099,302.317332802119,91.6837804023953,169.034747415539,70.2391337280751,280.862859044771,193.380007960483,91.1595283955967,543.072463777838,153.05256994835,307.332111995534,309.335569767938,245.575582100557,61.6216912057116,320.404491444929,373.77877213005,595.447629465044,219.854228372907,640.161178117083,165.930337464596,618.569656303914,57.2814325116806,129.897493654298,330.446526796964,214.655514440366,132.439088215443,107.204359104103,335.279331565028,85.7371702097307,65.27917117585,129.87005759942,126.891250386105,257.062141997717,299.662501772977,190.408545511688,597.521241243814,318.162036335432,204.347384667019,219.756922463599,213.440589125606,641.643452777163,310.670597239802,221.072304243083,212.544936677978,219.474881314992,253.503245702372,111.458303677521,115.083339285633,381.466543622879,313.144244132423,626.57410832671,191.404925922902,553.320021690194,107.145629576589,61.9712675351275,236.110203602052,596.685867779187,535.958194728812,511.345532028616,109.101442203302,170.087138280518,313.46176328516,109.537713883185,306.083882918049,275.897849193606,285.888435538213,266.28677073349,344.172556818606,285.388079600642,267.627503940554,359.032290750211,52.1283567695318,330.389810367012,95.6255314817136,83.4419748981918,195.625537587529,273.327758221489,79.4106069961108,279.247965376559,497.045647607182,608.177575871096,128.515095685875,69.5517997462139,131.99196580817,411.361585754105,144.366272113315,184.839781599499,296.151416741013,116.944705714519,595.136967918192
