,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,HEX,IEC,Neg Ctrl,,500.288461447104,,ControlNegative,Negative,True
,A02,HEX,IEC,Unkn,,206.725485731628,,Unknown,NoCall,False
,A03,HEX,IEC,Unkn,,66.4921188109815,,Unknown,NoCall,False
,A04,HEX,IEC,Unkn,,234.524648763052,,Unknown,NoCall,False
,A05,HEX,IEC,Unkn,,122.9771246273,,Unknown,NoCall,False
,A06,HEX,IEC,Unkn,,148.438798303874,,Unknown,NoCall,False
,A07,HEX,IEC,Unkn,,50.3818537596828,,Unknown,NoCall,False
,A08,HEX,IEC,Unkn,,108.171592213278,,Unknown,NoCall,False
,A09,HEX,IEC,Unkn,,378.974143057745,,Unknown,NoCall,False
,A10,HEX,IEC,Pos Ctrl,,53.6269420714447,,ControlPositive,NoCall,False
,A11,HEX,IEC,Unkn,,45.0895714416105,,Unknown,NoCall,False
,A12,HEX,IEC,Unkn,,100.076178395577,,Unknown,NoCall,False
,B01,HEX,IEC,Unkn,,208.959881660251,,Unknown,NoCall,False
,B02,HEX,IEC,Unkn,,49.3470549412355,,Unknown,NoCall,False
,B03,HEX,IEC,Unkn,,204.617552706169,,Unknown,NoCall,False
,B04,HEX,IEC,Unkn,,115.484419674422,,Unknown,NoCall,False
,B05,HEX,IEC,Unkn,,53.6910172966534,,Unknown,NoCall,False
,B06,HEX,IEC,Unkn,,490.039096230973,,Unknown,NoCall,False
,B07,HEX,IEC,Unkn,,42.5878763235341,,Unknown,NoCall,False
,B08,HEX,IEC,Unkn,,474.143001201019,,Unknown,NoCall,False
,B09,HEX,IEC,Unkn,,520.287736841015,(+) Positive,Unknown,Positive,False
,B10,HEX,IEC,Unkn,,57.465750336105,,Unknown,NoCall,False
,B11,HEX,IEC,Unkn,,386.329769120152,,Unknown,NoCall,False
,B12,HEX,IEC,Unkn,,42.6287233400137,,Unknown,NoCall,False
,C01,HEX,IEC,Unkn,,112.989028490796,,Unknown,NoCall,False
,C02,HEX,IEC,Unkn,,54.4220978556305,,Unknown,NoCall,False
,C03,HEX,IEC,Unkn,,131.44122907014,,Unknown,NoCall,False
,C04,HEX,IEC,Unkn,,132.461063742874,,Unknown,NoCall,False
,C05,HEX,IEC,Unkn,,56.6027297372271,,Unknown,NoCall,False
,C06,HEX,IEC,Unkn,,30.2902944902055,,Unknown,NoCall,False
,C07,HEX,IEC,Unkn,,425.059966560274,,Unknown,NoCall,False
,C08,HEX,IEC,Unkn,,49.0367332578988,,Unknown,NoCall,False
,C09,HEX,IEC,Unkn,,42.423550917506,,Unknown,NoCall,False
,C10,HEX,IEC,Unkn,,241.677642869413,,Unknown,NoCall,False
,C11,HEX,IEC,Unkn,,184.116265029218,,Unknown,NoCall,False
,C12,HEX,IEC,Unkn,,116.91642005002,,Unknown,NoCall,False
,D01,HEX,IEC,Unkn,,61.8628609752608,,Unknown,NoCall,False
,D02,HEX,IEC,Unkn,,437.878332748536,,Unknown,NoCall,False
,D03,HEX,IEC,Unkn,,54.4564033900489,,Unknown,NoCall,False
,D04,HEX,IEC,Unkn,,54.9348170122417,,Unknown,NoCall,False
,D05,HEX,IEC,Unkn,,427.825288698517,,Unknown,NoCall,False
,D06,HEX,IEC,Unkn,,132.950749453457,,Unknown,NoCall,False
,D07,HEX,IEC,Unkn,,135.983564070189,,Unknown,NoCall,False
,D08,HEX,IEC,Unkn,,59.8195206025697,,Unknown,NoCall,False
,D09,HEX,IEC,Unkn,,55.785670502189,,Unknown,NoCall,False
,D10,HEX,IEC,Unkn,,39.3286800643707,,Unknown,NoCall,False
,D11,HEX,IEC,Unkn,,407.360031091373,,Unknown,NoCall,False
,D12,HEX,IEC,Unkn,,64.963499345424,,Unknown,NoCall,False
,E01,HEX,IEC,Unkn,,61.0697582365263,,Unknown,NoCall,False
,E02,HEX,IEC,Unkn,,232.117159195785,,Unknown,NoCall,False
,E03,HEX,IEC,Unkn,,111.089278462439,,Unknown,NoCall,False
,E04,HEX,IEC,Unkn,,215.364587219084,,Unknown,NoCall,False
,E05,HEX,IEC,Unkn,,54.0119589654016,,Unknown,NoCall,False
,E06,HEX,IEC,Unkn,,483.653023281886,,Unknown,NoCall,False
,E07,HEX,IEC,Unkn,,192.404995635257,,Unknown,NoCall,False
,E08,HEX,IEC,Unkn,,64.3610125091805,,Unknown,NoCall,False
,E09,HEX,IEC,Unkn,,239.338096884179,,Unknown,NoCall,False
,E10,HEX,IEC,Unkn,,47.3496178256131,,Unknown,NoCall,False
,E11,HEX,IEC,Unkn,,66.670717274653,,Unknown,NoCall,False
,E12,HEX,IEC,Unkn,,40.9430973010205,,Unknown,NoCall,False
,F01,HEX,IEC,Unkn,,64.3157678792393,,Unknown,NoCall,False
,F02,HEX,IEC,Unkn,,190.81329675933,,Unknown,NoCall,False
,F03,HEX,IEC,Unkn,,54.8051943352746,,Unknown,NoCall,False
,F04,HEX,IEC,Unkn,,517.113266746311,(+) Positive,Unknown,Positive,False
,F05,HEX,IEC,Unkn,,68.4051348903087,,Unknown,NoCall,False
,F06,HEX,IEC,Unkn,,232.797905933255,,Unknown,NoCall,False
,F07,HEX,IEC,Unkn,,116.82469770008,,Unknown,NoCall,False
,F08,HEX,IEC,Unkn,,211.947850990474,,Unknown,NoCall,False
,F09,HEX,IEC,Unkn,,124.386753734203,,Unknown,NoCall,False
,F10,HEX,IEC,Unkn,,109.931677399407,,Unknown,NoCall,False
,F11,HEX,IEC,Unkn,,135.925921620489,,Unknown,NoCall,False
,F12,HEX,IEC,Unkn,,55.24283729738,,Unknown,NoCall,False
,G01,HEX,IEC,Unkn,,221.879416913122,,Unknown,NoCall,False
,G02,HEX,IEC,Unkn,,44.6654379141495,,Unknown,NoCall,False
,G03,HEX,IEC,Unkn,,134.054868019011,,Unknown,NoCall,False
,G04,HEX,IEC,Unkn,,404.05181167627,,Unknown,NoCall,False
,G05,HEX,IEC,Unkn,,52.4221487013643,,Unknown,NoCall,False
,G06,HEX,IEC,Unkn,,106.018677354567,,Unknown,NoCall,False
,G07,HEX,IEC,Unkn,,242.702419930775,,Unknown,NoCall,False
,G08,HEX,IEC,Unkn,,67.1084627114538,,Unknown,NoCall,False
,G09,HEX,IEC,Unkn,,236.603147812241,,Unknown,NoCall,False
,G10,HEX,IEC,Unkn,,139.067179073144,,Unknown,NoCall,False
,G11,HEX,IEC,Unkn,,57.7327632434652,,Unknown,NoCall,False
,G12,HEX,IEC,Unkn,,49.5931626665366,,Unknown,NoCall,False
,H01,HEX,IEC,Unkn,,489.273557196124,,Unknown,NoCall,False
,H02,HEX,IEC,Unkn,,496.941289936629,,Unknown,NoCall,False
,H03,HEX,IEC,Unkn,,422.918362236222,,Unknown,NoCall,False
,H04,HEX,IEC,Unkn,,52.8687400959143,,Unknown,NoCall,False
,H05,HEX,IEC,Unkn,,44.2790659933618,,Unknown,NoCall,False
,H06,HEX,IEC,Unkn,,125.806179285595,,Unknown,NoCall,False
,H07,HEX,IEC,Unkn,,118.123968062676,,Unknown,NoCall,False
,H08,HEX,IEC,Unkn,,241.981705562258,,Unknown,NoCall,False
,H09,HEX,IEC,Unkn,,197.74271097625,,Unknown,NoCall,False
,H10,HEX,IEC,Unkn,,119.874563374358,,Unknown,NoCall,False
,H11,HEX,IEC,Unkn,,516.509622774522,(+) Positive,Unknown,Positive,False
,H12,HEX,IEC,Unkn,,475.97974131322,,Unknown,NoCall,False
