,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,FAM,ORF1ab_covid,Neg Ctrl,,132.165019225285,,ControlNegative,Negative,True
,A02,FAM,ORF1ab_covid,Unkn,,115.656173754799,,Unknown,NoCall,False
,A03,FAM,ORF1ab_covid,Unkn,,26.1358863222462,,Unknown,NoCall,False
,A04,FAM,ORF1ab_covid,Unkn,,46.1830483706653,,Unknown,NoCall,False
,A05,FAM,ORF1ab_covid,Unkn,,24.3702089185013,,Unknown,NoCall,False
,A06,FAM,ORF1ab_covid,Unkn,,25.7668901259523,,Unknown,NoCall,False
,A07,FAM,ORF1ab_covid,Unkn,,20.8900688716096,,Unknown,NoCall,False
,A08,FAM,ORF1ab_covid,Unkn,,41.4906465632537,,Unknown,NoCall,False
,A09,FAM,ORF1ab_covid,Unkn,,41.705019763181,,Unknown,NoCall,False
,A10,FAM,ORF1ab_covid,Pos Ctrl,,23.888684910872,,ControlPositive,NoCall,False
,A11,FAM,ORF1ab_covid,Unkn,,28.8226776495339,,Unknown,NoCall,False
,A12,FAM,ORF1ab_covid,Unkn,,134.231903136622,(+) Positive,Unknown,Positive,False
,B01,FAM,ORF1ab_covid,Unkn,,20.7031708653092,,Unknown,NoCall,False
,B02,FAM,ORF1ab_covid,Unkn,,29.0297283690199,,Unknown,NoCall,False
,B03,FAM,ORF1ab_covid,Unkn,,23.1340897567086,,Unknown,NoCall,False
,B04,FAM,ORF1ab_covid,Unkn,,123.220133029393,,Unknown,NoCall,False
,B05,FAM,ORF1ab_covid,Unkn,,43.1352397744868,,Unknown,NoCall,False
,B06,FAM,ORF1ab_covid,Unkn,,130.352127287924,,Unknown,NoCall,False
,B07,FAM,ORF1ab_covid,Unkn,,35.2338982595831,,Unknown,NoCall,False
,B08,FAM,ORF1ab_covid,Unkn,,115.142136495927,,Unknown,NoCall,False
,B09,FAM,ORF1ab_covid,Unkn,,23.6374310072568,,Unknown,NoCall,False
,B10,FAM,ORF1ab_covid,Unkn,,26.3781860518809,,Unknown,NoCall,False
,B11,FAM,ORF1ab_covid,Unkn,,38.9933821848526,,Unknown,NoCall,False
,B12,FAM,ORF1ab_covid,Unkn,,44.2135559677017,,Unknown,NoCall,False
,C01,FAM,ORF1ab_covid,Unkn,,36.1719056217704,,Unknown,NoCall,False
,C02,FAM,ORF1ab_covid,Unkn,,24.8836121444561,,Unknown,NoCall,False
,C03,FAM,ORF1ab_covid,Unkn,,39.047601459681,,Unknown,NoCall,False
,C04,FAM,ORF1ab_covid,Unkn,,20.5012844985231,,Unknown,NoCall,False
,C05,FAM,ORF1ab_covid,Unkn,,25.8964475626793,,Unknown,NoCall,False
,C06,FAM,ORF1ab_covid,Unkn,,22.8838944225543,,Unknown,NoCall,False
,C07,FAM,ORF1ab_covid,Unkn,,123.001192108921,,Unknown,NoCall,False
,C08,FAM,ORF1ab_covid,Unkn,,27.0409471178349,,Unknown,NoCall,False
,C09,FAM,ORF1ab_covid,Unkn,,39.1430287460078,,Unknown,NoCall,False
,C10,FAM,ORF1ab_covid,Unkn,,46.3460744408636,,Unknown,NoCall,False
,C11,FAM,ORF1ab_covid,Unkn,,26.85710542626,,Unknown,NoCall,False
,C12,FAM,ORF1ab_covid,Unkn,,23.4883579269837,,Unknown,NoCall,False
,D01,FAM,ORF1ab_covid,Unkn,,127.552299030202,,Unknown,NoCall,False
,D02,FAM,ORF1ab_covid,Unkn,,25.3264139012977,,Unknown,NoCall,False
,D03,FAM,ORF1ab_covid,Unkn,,23.1968632574662,,Unknown,NoCall,False
,D04,FAM,ORF1ab_covid,Unkn,,22.8298502007992,,Unknown,NoCall,False
,D05,FAM,ORF1ab_covid,Unkn,,42.2180639155164,,Unknown,NoCall,False
,D06,FAM,ORF1ab_covid,Unkn,,28.247657089156,,Unknown,NoCall,False
,D07,FAM,ORF1ab_covid,Unkn,,118.415627867182,,Unknown,NoCall,False
,D08,FAM,ORF1ab_covid,Unkn,,25.0524830089295,,Unknown,NoCall,False
,D09,FAM,ORF1ab_covid,Unkn,,40.7193282218908,,Unknown,NoCall,False
,D10,FAM,ORF1ab_covid,Unkn,,27.3709755331618,,Unknown,NoCall,False
,D11,FAM,ORF1ab_covid,Unkn,,26.7815429834518,,Unknown,NoCall,False
,D12,FAM,ORF1ab_covid,Unkn,,20.0238624961812,,Unknown,NoCall,False
,E01,FAM,ORF1ab_covid,Unkn,,138.741863697201,(+) Positive,Unknown,Positive,False
,E02,FAM,ORF1ab_covid,Unkn,,21.4570041458244,,Unknown,NoCall,False
,E03,FAM,ORF1ab_covid,Unkn,,137.368194937902,(+) Positive,Unknown,Positive,False
,E04,FAM,ORF1ab_covid,Unkn,,106.203981439832,,Unknown,NoCall,False
,E05,FAM,ORF1ab_covid,Unkn,,106.054300256192,,Unknown,NoCall,False
,E06,FAM,ORF1ab_covid,Unkn,,24.0614088149809,,Unknown,NoCall,False
,E07,FAM,ORF1ab_covid,Unkn,,22.0587507614773,,Unknown,NoCall,False
,E08,FAM,ORF1ab_covid,Unkn,,110.950650258889,,Unknown,NoCall,False
,E09,FAM,ORF1ab_covid,Unkn,,26.6367805842483,,Unknown,NoCall,False
,E10,FAM,ORF1ab_covid,Unkn,,23.8546556991356,,Unknown,NoCall,False
,E11,FAM,ORF1ab_covid,Unkn,,21.1067363897169,,Unknown,NoCall,False
,E12,FAM,ORF1ab_covid,Unkn,,25.6720762289833,,Unknown,NoCall,False
,F01,FAM,ORF1ab_covid,Unkn,,21.1800418344825,,Unknown,NoCall,False
,F02,FAM,ORF1ab_covid,Unkn,,44.1919902458812,,Unknown,NoCall,False
,F03,FAM,ORF1ab_covid,Unkn,,129.818639686767,,Unknown,NoCall,False
,F04,FAM,ORF1ab_covid,Unkn,,29.5121009899629,,Unknown,NoCall,False
,F05,FAM,ORF1ab_covid,Unkn,,39.051408547859,,Unknown,NoCall,False
