,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,Cy5,E_covid,Neg Ctrl,,158.835300674038,,ControlNegative,Negative,True
,A02,Cy5,E_covid,Unkn,,80.4512200417272,,Unknown,NoCall,False
,A03,Cy5,E_covid,Unkn,,209.060902977696,(+) Positive,Unknown,Positive,False
,A04,Cy5,E_covid,Unkn,,333.771470215994,(+) Positive,Unknown,Positive,False
,A05,Cy5,E_covid,Unkn,,193.282918232402,(+) Positive,Unknown,Positive,False
,A06,Cy5,E_covid,Unkn,,54.1978040137419,,Unknown,NoCall,False
,A07,Cy5,E_covid,Unkn,,120.756056785618,,Unknown,NoCall,False
,A08,Cy5,E_covid,Unkn,,141.476030754077,,Unknown,NoCall,False
,A09,Cy5,E_covid,Unkn,,374.867700677916,(+) Positive,Unknown,Positive,False
,A10,Cy5,E_covid,Pos Ctrl,,165.733326458122,,ControlPositive,NoCall,False
,A11,Cy5,E_covid,Unkn,,335.621536973761,(+) Positive,Unknown,Positive,False
,A12,Cy5,E_covid,Unkn,,313.212849171948,(+) Positive,Unknown,Positive,False
,B01,Cy5,E_covid,Unkn,,198.609402477764,(+) Positive,Unknown,Positive,False
,B02,Cy5,E_covid,Unkn,,185.824521696142,(+) Positive,Unknown,Positive,False
,B03,Cy5,E_covid,Unkn,,69.0312155896352,,Unknown,NoCall,False
,B04,Cy5,E_covid,Unkn,,175.877078107505,,Unknown,NoCall,False
,B05,Cy5,E_covid,Unkn,,107.309399335754,,Unknown,NoCall,False
,B06,Cy5,E_covid,Unkn,,313.49711893115,(+) Positive,Unknown,Positive,False
,B07,Cy5,E_covid,Unkn,,70.4391267697507,,Unknown,NoCall,False
,B08,Cy5,E_covid,Unkn,,103.74554312158,,Unknown,NoCall,False
,B09,Cy5,E_covid,Unkn,,73.8599262926373,,Unknown,NoCall,False
,B10,Cy5,E_covid,Unkn,,41.9642409847042,,Unknown,NoCall,False
,B11,Cy5,E_covid,Unkn,,189.3554239337,(+) Positive,Unknown,Positive,False
,B12,Cy5,E_covid,Unkn,,69.0371002163889,,Unknown,NoCall,False
,C01,Cy5,E_covid,Unkn,,224.750800113918,(+) Positive,Unknown,Positive,False
,C02,Cy5,E_covid,Unkn,,198.799929430811,(+) Positive,Unknown,Positive,False
,C03,Cy5,E_covid,Unkn,,63.1237906075978,,Unknown,NoCall,False
,C04,Cy5,E_covid,Unkn,,164.914566414783,,Unknown,NoCall,False
,C05,Cy5,E_covid,Unkn,,49.6366840681805,,Unknown,NoCall,False
,C06,Cy5,E_covid,Unkn,,111.448833297709,,Unknown,NoCall,False
,C07,Cy5,E_covid,Unkn,,75.0796764562358,,Unknown,NoCall,False
,C08,Cy5,E_covid,Unkn,,158.631650263996,,Unknown,NoCall,False
,C09,Cy5,E_covid,Unkn,,77.9433907884335,,Unknown,NoCall,False
,C10,Cy5,E_covid,Unkn,,161.295063317561,,Unknown,NoCall,False
,C11,Cy5,E_covid,Unkn,,164.551070475709,,Unknown,NoCall,False
,C12,Cy5,E_covid,Unkn,,171.16103136882,,Unknown,NoCall,False
,D01,Cy5,E_covid,Unkn,,324.076229524032,(+) Positive,Unknown,Positive,False
,D02,Cy5,E_covid,Unkn,,168.729165641816,,Unknown,NoCall,False
,D03,Cy5,E_covid,Unkn,,29.7785618363809,,Unknown,NoCall,False
