,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,E11,ROX,N_covid,Unkn,,61.0217647205747,,Unknown,NoCall,False
,E12,ROX,N_covid,Unkn,,46.9248039464665,,Unknown,NoCall,False
,F01,ROX,N_covid,Unkn,,207.497417741243,(+) Positive,Unknown,Positive,False
,F02,ROX,N_covid,Unkn,,458.406765178233,(+) Positive,Unknown,Positive,False
,F03,ROX,N_covid,Unkn,,392.172598102069,(+) Positive,Unknown,Positive,False
,F04,ROX,N_covid,Unkn,,434.343545305563,(+) Positive,Unknown,Positive,False
,F05,ROX,N_covid,Unkn,,32.8505703371951,,Unknown,NoCall,False
,F06,ROX,N_covid,Unkn,,104.194396137387,(+) Positive,Unknown,Positive,False
,F07,ROX,N_covid,Unkn,,103.484143457622,(+) Positive,Unknown,Positive,False
,F08,ROX,N_covid,Unkn,,407.136615304157,(+) Positive,Unknown,Positive,False
,F09,ROX,N_covid,Unkn,,58.5072070584163,,Unknown,NoCall,False
,F10,ROX,N_covid,Unkn,,46.1226978809997,,Unknown,NoCall,False
,F11,ROX,N_covid,Unkn,,399.38202186913,(+) Positive,Unknown,Positive,False
,F12,ROX,N_covid,Unkn,,463.226580532766,(+) Positive,Unknown,Positive,False
,G01,ROX,N_covid,Unkn,,443.913311052639,(+) Positive,Unknown,Positive,False
,G02,ROX,N_covid,Unkn,,194.500020209529,(+) Positive,Unknown,Positive,False
,G03,ROX,N_covid,Unkn,,495.162787339703,(+) Positive,Unknown,Positive,False
,G04,ROX,N_covid,Unkn,,111.141374911086,(+) Positive,Unknown,Positive,False
,G05,ROX,N_covid,Unkn,,41.5263697429546,,Unknown,NoCall,False
,G06,ROX,N_covid,Unkn,,39.2223879331188,,Unknown,NoCall,False
,G07,ROX,N_covid,Unkn,,217.823007755231,(+) Positive,Unknown,Positive,False
,G08,ROX,N_covid,Unkn,,36.7736213153074,,Unknown,NoCall,False
,G09,ROX,N_covid,Unkn,,49.9457955080439,,Unknown,NoCall,False
,G10,ROX,N_covid,Unkn,,59.3999186834542,,Unknown,NoCall,False
,G11,ROX,N_covid,Unkn,,48.304749633619,,Unknown,NoCall,False
,G12,ROX,N_covid,Unkn,,54.1162871100485,,Unknown,NoCall,False
,H01,ROX,N_covid,Unkn,,401.301253946373,(+) Positive,Unknown,Positive,False
,H02,ROX,N_covid,Unkn,,222.926525762411,(+) Positive,Unknown,Positive,False
,H03,ROX,N_covid,Unkn,,192.830455207725,(+) Positive,Unknown,Positive,False
,H04,ROX,N_covid,Unkn,,59.042540368651,,Unknown,NoCall,False
,H05,ROX,N_covid,Unkn,,42.352237656738,,Unknown,NoCall,False
,H06,ROX,N_covid,Unkn,,43.7204636688035,,Unknown,NoCall,False
,H07,ROX,N_covid,Unkn,,39.1993178453646,,Unknown,NoCall,False
,H08,ROX,N_covid,Unkn,,56.0366478308231,,Unknown,NoCall,False
,H09,ROX,N_covid,Unkn,,59.2433000900764,,Unknown,NoCall,False
,H10,ROX,N_covid,Unkn,,51.481302668056,,Unknown,NoCall,False
,H11,ROX,N_covid,Unkn,,96.3738885248224,,Unknown,NoCall,False
,H12,ROX,N_covid,Unkn,,42.0975702959417,,Unknown,NoCall,False
