,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,G09,HEX,IEC,Unkn,,,2.39579241271612,2.39579241271612,0,NaN,NaN,NaN,0,60,
,G10,HEX,IEC,Unkn,,,3.94919987545827,3.94919987545827,0,NaN,NaN,NaN,0,60,
,G11,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G12,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H01,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H02,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H03,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H04,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H05,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H06,HEX,IEC,Unkn,,,4.21399334183904,4.21399334183904,0,NaN,NaN,NaN,0,60,
,H07,HEX,IEC,Unkn,,,4.38413747522323,4.38413747522323,0,NaN,NaN,NaN,0,60,
,H08,HEX,IEC,Unkn,,,2.33493617768388,2.33493617768388,0,NaN,NaN,NaN,0,60,
,H09,HEX,IEC,Unkn,,,2.93896221654105,2.93896221654105,0,NaN,NaN,NaN,0,60,
,H10,HEX,IEC,Unkn,,,4.3435326073059,4.3435326073059,0,NaN,NaN,NaN,0,60,
,H11,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H12,HEX,IEC,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A01,ROX,N_covid,Neg Ctrl,,,NaN,0,0,NaN,NaN,0,0,60,
,A02,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A03,ROX,N_covid,Unkn,,,3.13133798737576,3.13133798737576,0,NaN,NaN,NaN,0,60,
,A04,ROX,N_covid,Unkn,,,2.59389823077204,2.59389823077204,0,NaN,NaN,NaN,0,60,
,A05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A06,ROX,N_covid,Unkn,,,3.93951239205837,3.93951239205837,0,NaN,NaN,NaN,0,60,
,A07,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,A08,ROX,N_covid,Unkn,,,4.93888946427,4.93888946427,0,NaN,NaN,NaN,0,60,
,A09,ROX,N_covid,Unkn,,,2.40197328463587,2.40197328463587,0,NaN,NaN,NaN,0,60,
,A10,ROX,N_covid,Pos Ctrl,,,2.21761755045447,2.21761755045447,0,NaN,NaN,NaN,0,60,
,A11,ROX,N_covid,Unkn,,,4.61990549120877,4.61990549120877,0,NaN,NaN,NaN,0,60,
,A12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B01,ROX,N_covid,Unkn,,,3.12506726091394,3.12506726091394,0,NaN,NaN,NaN,0,60,
,B02,ROX,N_covid,Unkn,,,3.89898825996422,3.89898825996422,0,NaN,NaN,NaN,0,60,
,B03,ROX,N_covid,Unkn,,,4.09822644867758,4.09822644867758,0,NaN,NaN,NaN,0,60,
,B04,ROX,N_covid,Unkn,,,4.18177313934519,4.18177313934519,0,NaN,NaN,NaN,0,60,
,B05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B06,ROX,N_covid,Unkn,,,2.25474711997861,2.25474711997861,0,NaN,NaN,NaN,0,60,
,B07,ROX,N_covid,Unkn,,,4.41376316435813,4.41376316435813,0,NaN,NaN,NaN,0,60,
,B08,ROX,N_covid,Unkn,,,4.36683969300424,4.36683969300424,0,NaN,NaN,NaN,0,60,
,B09,ROX,N_covid,Unkn,,,4.77360052813953,4.77360052813953,0,NaN,NaN,NaN,0,60,
,B10,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,B11,ROX,N_covid,Unkn,,,2.50100663927884,2.50100663927884,0,NaN,NaN,NaN,0,60,
,B12,ROX,N_covid,Unkn,,,3.73886457223849,3.73886457223849,0,NaN,NaN,NaN,0,60,
,C01,ROX,N_covid,Unkn,,,2.67621442783772,2.67621442783772,0,NaN,NaN,NaN,0,60,
,C02,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C03,ROX,N_covid,Unkn,,,4.15784528889886,4.15784528889886,0,NaN,NaN,NaN,0,60,
,C04,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C05,ROX,N_covid,Unkn,,,4.6637698642116,4.6637698642116,0,NaN,NaN,NaN,0,60,
,C06,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C07,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C08,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C09,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,C10,ROX,N_covid,Unkn,,,2.42076161455139,2.42076161455139,0,NaN,NaN,NaN,0,60,
,C11,ROX,N_covid,Unkn,,,2.23766962722548,2.23766962722548,0,NaN,NaN,NaN,0,60,
,C12,ROX,N_covid,Unkn,,,4.563032807648,4.563032807648,0,NaN,NaN,NaN,0,60,
,D01,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D02,ROX,N_covid,Unkn,,,1.0931725934665,1.0931725934665,0,NaN,NaN,NaN,0,60,
,D03,ROX,N_covid,Unkn,,,2.6837933747428,2.6837933747428,0,NaN,NaN,NaN,0,60,
,D04,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D05,ROX,N_covid,Unkn,,,3.14524989381457,3.14524989381457,0,NaN,NaN,NaN,0,60,
,D06,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D07,ROX,N_covid,Unkn,,,3.06738132502869,3.06738132502869,0,NaN,NaN,NaN,0,60,
,D08,ROX,N_covid,Unkn,,,4.11233110583391,4.11233110583391,0,NaN,NaN,NaN,0,60,
,D09,ROX,N_covid,Unkn,,,2.22085318590587,2.22085318590587,0,NaN,NaN,NaN,0,60,
,D10,ROX,N_covid,Unkn,,,2.15926246682919,2.15926246682919,0,NaN,NaN,NaN,0,60,
,D11,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,D12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E01,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E02,ROX,N_covid,Unkn,,,2.23760368267975,2.23760368267975,0,NaN,NaN,NaN,0,60,
,E03,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E04,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E06,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E07,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E08,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E09,ROX,N_covid,Unkn,,,4.0992777204793,4.0992777204793,0,NaN,NaN,NaN,0,60,
,E10,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E11,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F01,ROX,N_covid,Unkn,,,2.68134566981234,2.68134566981234,0,NaN,NaN,NaN,0,60,
,F02,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F03,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F04,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F06,ROX,N_covid,Unkn,,,4.65282021519517,4.65282021519517,0,NaN,NaN,NaN,0,60,
,F07,ROX,N_covid,Unkn,,,4.67367183096803,4.67367183096803,0,NaN,NaN,NaN,0,60,
,F08,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F09,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F10,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F11,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G01,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G02,ROX,N_covid,Unkn,,,2.88430376200771,2.88430376200771,0,NaN,NaN,NaN,0,60,
,G03,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G04,ROX,N_covid,Unkn,,,4.46234160525349,4.46234160525349,0,NaN,NaN,NaN,0,60,
,G05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G06,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G07,ROX,N_covid,Unkn,,,2.53626785379563,2.53626785379563,0,NaN,NaN,NaN,0,60,
,G08,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G09,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G10,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G11,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H01,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H02,ROX,N_covid,Unkn,,,2.4703282176555,2.4703282176555,0,NaN,NaN,NaN,0,60,
,H03,ROX,N_covid,Unkn,,,2.91298790155084,2.91298790155084,0,NaN,NaN,NaN,0,60,
,H04,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H05,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H06,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H07,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H08,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H09,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H10,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H11,ROX,N_covid,Unkn,,,4.89731557060352,4.89731557060352,0,NaN,NaN,NaN,0,60,
,H12,ROX,N_covid,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
