,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,Cy5,E_covid,Neg Ctrl,,147.171138344595,,ControlNegative,Negative,True
,A02,Cy5,E_covid,Unkn,,496.563545453883,(+) Positive,Unknown,Positive,False
,A03,Cy5,E_covid,Unkn,,444.927808093035,(+) Positive,Unknown,Positive,False
,A04,Cy5,E_covid,Unkn,,63.5239802159882,,Unknown,NoCall,False
,A05,Cy5,E_covid,Unkn,,404.06595187135,(+) Positive,Unknown,Positive,False
,A06,Cy5,E_covid,Unkn,,261.063729641119,(+) Positive,Unknown,Positive,False
,A07,Cy5,E_covid,Unkn,,234.205178984817,(+) Positive,Unknown,Positive,False
,A08,Cy5,E_covid,Unkn,,528.829461361808,(+) Positive,Unknown,Positive,False
,A09,Cy5,E_covid,Unkn,,520.247697156721,(+) Positive,Unknown,Positive,False
,A10,Cy5,E_covid,Pos Ctrl,,80.9346903588952,,ControlPositive,NoCall,False
,A11,Cy5,E_covid,Unkn,,129.622255290156,,Unknown,NoCall,False
,A12,Cy5,E_covid,Unkn,,72.9593373791227,,Unknown,NoCall,False
,B01,Cy5,E_covid,Unkn,,207.16900242107,(+) Positive,Unknown,Positive,False
,B02,Cy5,E_covid,Unkn,,66.7659390023784,,Unknown,NoCall,False
,B03,Cy5,E_covid,Unkn,,406.575313916258,(+) Positive,Unknown,Positive,False
,B04,Cy5,E_covid,Unkn,,300.46467145911,(+) Positive,Unknown,Positive,False
,B05,Cy5,E_covid,Unkn,,144.087602565405,,Unknown,NoCall,False
,B06,Cy5,E_covid,Unkn,,121.632231574932,,Unknown,NoCall,False
,B07,Cy5,E_covid,Unkn,,510.894760738223,(+) Positive,Unknown,Positive,False
,B08,Cy5,E_covid,Unkn,,78.7059255460157,,Unknown,NoCall,False
,B09,Cy5,E_covid,Unkn,,118.369312792237,,Unknown,NoCall,False
,B10,Cy5,E_covid,Unkn,,288.08459361531,(+) Positive,Unknown,Positive,False
,B11,Cy5,E_covid,Unkn,,92.4426108284315,,Unknown,NoCall,False
,B12,Cy5,E_covid,Unkn,,130.55088921248,,Unknown,NoCall,False
,C01,Cy5,E_covid,Unkn,,448.95089589275,(+) Positive,Unknown,Positive,False
,C02,Cy5,E_covid,Unkn,,532.478631481393,(+) Positive,Unknown,Positive,False
,C03,Cy5,E_covid,Unkn,,92.9763185690927,,Unknown,NoCall,False
,C04,Cy5,E_covid,Unkn,,115.390991967217,,Unknown,NoCall,False
,C05,Cy5,E_covid,Unkn,,78.0035637729994,,Unknown,NoCall,False
