,Well,Fluor,Target,Content,Sample,Cq,SQ
,F07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F10,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F12,FAM,ORF1ab_covid,Unkn,,1.07268412109594,NaN
,G01,FAM,ORF1ab_covid,Unkn,,2.90410192824482,NaN
,G02,FAM,ORF1ab_covid,Unkn,,4.96402733410967,NaN
,G03,FAM,ORF1ab_covid,Unkn,,1.49558722748411,NaN
,G04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G05,FAM,ORF1ab_covid,Unkn,,1.6028060074898,NaN
,G06,FAM,ORF1ab_covid,Unkn,,3.5780194854416,NaN
,G07,FAM,ORF1ab_covid,Unkn,,3.18486178020856,NaN
,G08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G09,FAM,ORF1ab_covid,Unkn,,3.00628422002492,NaN
,G10,FAM,ORF1ab_covid,Unkn,,3.54947831997037,NaN
,G11,FAM,ORF1ab_covid,Unkn,,2.8919314850858,NaN
,G12,FAM,ORF1ab_covid,Unkn,,3.08976802774276,NaN
,H01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H04,FAM,ORF1ab_covid,Unkn,,2.91094769304381,NaN
,H05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H06,FAM,ORF1ab_covid,Unkn,,3.53105513001187,NaN
,H07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H09,FAM,ORF1ab_covid,Unkn,,1.55085611160612,NaN
,H10,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H11,FAM,ORF1ab_covid,Unkn,,1.21149496774596,NaN
,H12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A01,HEX,IEC,Neg Ctrl,,NaN,NaN
,A02,HEX,IEC,Unkn,,3.43452867905901,NaN
,A03,HEX,IEC,Unkn,,1.57322404190697,NaN
,A04,HEX,IEC,Unkn,,3.37668896514126,NaN
,A05,HEX,IEC,Unkn,,1.10943055975223,NaN
,A06,HEX,IEC,Unkn,,2.91067964634073,NaN
,A07,HEX,IEC,Unkn,,NaN,NaN
,A08,HEX,IEC,Unkn,,NaN,NaN
,A09,HEX,IEC,Unkn,,NaN,NaN
,A10,HEX,IEC,Pos Ctrl,,NaN,NaN
,A11,HEX,IEC,Unkn,,NaN,NaN
,A12,HEX,IEC,Unkn,,1.32344601127697,NaN
,B01,HEX,IEC,Unkn,,1.45722824677803,NaN
,B02,HEX,IEC,Unkn,,2.83622235044462,NaN
,B03,HEX,IEC,Unkn,,NaN,NaN
,B04,HEX,IEC,Unkn,,2.79449846363832,NaN
,B05,HEX,IEC,Unkn,,NaN,NaN
,B06,HEX,IEC,Unkn,,NaN,NaN
,B07,HEX,IEC,Unkn,,NaN,NaN
,B08,HEX,IEC,Unkn,,NaN,NaN
,B09,HEX,IEC,Unkn,,3.09230451568081,NaN
,B10,HEX,IEC,Unkn,,NaN,NaN
,B11,HEX,IEC,Unkn,,2.6060522440852,NaN
,B12,HEX,IEC,Unkn,,3.39422878508007,NaN
,C01,HEX,IEC,Unkn,,NaN,NaN
,C02,HEX,IEC,Unkn,,NaN,NaN
,C03,HEX,IEC,Unkn,,1.23607060112297,NaN
,C04,HEX,IEC,Unkn,,NaN,NaN
,C05,HEX,IEC,Unkn,,NaN,NaN
,C06,HEX,IEC,Unkn,,1.04502594684962,NaN
,C07,HEX,IEC,Unkn,,NaN,NaN
,C08,HEX,IEC,Unkn,,NaN,NaN
,C09,HEX,IEC,Unkn,,NaN,NaN
,C10,HEX,IEC,Unkn,,1.59517512747411,NaN
,C11,HEX,IEC,Unkn,,1.32891679857006,NaN
,C12,HEX,IEC,Unkn,,NaN,NaN
,D01,HEX,IEC,Unkn,,NaN,NaN
,D02,HEX,IEC,Unkn,,NaN,NaN
,D03,HEX,IEC,Unkn,,NaN,NaN
,D04,HEX,IEC,Unkn,,NaN,NaN
,D05,HEX,IEC,Unkn,,2.60166118696027,NaN
,D06,HEX,IEC,Unkn,,1.03748982571768,NaN
,D07,HEX,IEC,Unkn,,NaN,NaN
,D08,HEX,IEC,Unkn,,NaN,NaN
,D09,HEX,IEC,Unkn,,3.13415146302212,NaN
,D10,HEX,IEC,Unkn,,NaN,NaN
,D11,HEX,IEC,Unkn,,NaN,NaN
,D12,HEX,IEC,Unkn,,NaN,NaN
,E01,HEX,IEC,Unkn,,NaN,NaN
,E02,HEX,IEC,Unkn,,1.42807462599769,NaN
,E03,HEX,IEC,Unkn,,NaN,NaN
,E04,HEX,IEC,Unkn,,1.24870151328407,NaN
,E05,HEX,IEC,Unkn,,3.04935821043132,NaN
,E06,HEX,IEC,Unkn,,3.43692629748855,NaN
,E07,HEX,IEC,Unkn,,NaN,NaN
,E08,HEX,IEC,Unkn,,NaN,NaN
,E09,HEX,IEC,Unkn,,1.32147388641275,NaN
,E10,HEX,IEC,Unkn,,3.09975487941155,NaN
,E11,HEX,IEC,Unkn,,2.6966993808573,NaN
,E12,HEX,IEC,Unkn,,NaN,NaN
,F01,HEX,IEC,Unkn,,3.17379712139392,NaN
,F02,HEX,IEC,Unkn,,NaN,NaN
,F03,HEX,IEC,Unkn,,3.46252672786948,NaN
,F04,HEX,IEC,Unkn,,NaN,NaN
,F05,HEX,IEC,Unkn,,NaN,NaN
,F06,HEX,IEC,Unkn,,NaN,NaN
,F07,HEX,IEC,Unkn,,NaN,NaN
,F08,HEX,IEC,Unkn,,4.7763005067754,NaN
,F09,HEX,IEC,Unkn,,1.10363709119498,NaN
,F10,HEX,IEC,Unkn,,NaN,NaN
,F11,HEX,IEC,Unkn,,NaN,NaN
,F12,HEX,IEC,Unkn,,1.00275966019968,NaN
,G01,HEX,IEC,Unkn,,1.5154705281586,NaN
,G02,HEX,IEC,Unkn,,NaN,NaN
,G03,HEX,IEC,Unkn,,NaN,NaN
,G04,HEX,IEC,Unkn,,NaN,NaN
,G05,HEX,IEC,Unkn,,2.93576081428639,NaN
,G06,HEX,IEC,Unkn,,NaN,NaN
,G07,HEX,IEC,Unkn,,1.21385545013732,NaN
,G08,HEX,IEC,Unkn,,2.61951705505551,NaN
,G09,HEX,IEC,Unkn,,NaN,NaN
,G10,HEX,IEC,Unkn,,NaN,NaN
,G11,HEX,IEC,Unkn,,1.44346227669509,NaN
,G12,HEX,IEC,Unkn,,NaN,NaN
,H01,HEX,IEC,Unkn,,NaN,NaN
,H02,HEX,IEC,Unkn,,NaN,NaN
,H03,HEX,IEC,Unkn,,NaN,NaN
,H04,HEX,IEC,Unkn,,3.48162060533335,NaN
,H05,HEX,IEC,Unkn,,2.7498154107267,NaN
,H06,HEX,IEC,Unkn,,NaN,NaN
,H07,HEX,IEC,Unkn,,NaN,NaN
,H08,HEX,IEC,Unkn,,NaN,NaN
,H09,HEX,IEC,Unkn,,NaN,NaN
,H10,HEX,IEC,Unkn,,3.35203643130006,NaN
,H11,HEX,IEC,Unkn,,NaN,NaN
,H12,HEX,IEC,Unkn,,NaN,NaN
,A01,ROX,N_covid,Neg Ctrl,,2.69253387814134,NaN
,A02,ROX,N_covid,Unkn,,NaN,NaN
,A03,ROX,N_covid,Unkn,,NaN,NaN
,A04,ROX,N_covid,Unkn,,NaN,NaN
,A05,ROX,N_covid,Unkn,,NaN,NaN
,A06,ROX,N_covid,Unkn,,NaN,NaN
,A07,ROX,N_covid,Unkn,,NaN,NaN
,A08,ROX,N_covid,Unkn,,2.40626262688358,NaN
,A09,ROX,N_covid,Unkn,,NaN,NaN
,A10,ROX,N_covid,Pos Ctrl,,NaN,NaN
,A11,ROX,N_covid,Unkn,,3.06299794174963,NaN
,A12,ROX,N_covid,Unkn,,2.94591820067819,NaN
,B01,ROX,N_covid,Unkn,,NaN,NaN
,B02,ROX,N_covid,Unkn,,NaN,NaN
,B03,ROX,N_covid,Unkn,,2.80044259755895,NaN
,B04,ROX,N_covid,Unkn,,NaN,NaN
,B05,ROX,N_covid,Unkn,,NaN,NaN
,B06,ROX,N_covid,Unkn,,2.34489378376387,NaN
,B07,ROX,N_covid,Unkn,,NaN,NaN
,B08,ROX,N_covid,Unkn,,2.4175125768807,NaN
,B09,ROX,N_covid,Unkn,,2.72480346386358,NaN
,B10,ROX,N_covid,Unkn,,4.64779864491682,NaN
,B11,ROX,N_covid,Unkn,,NaN,NaN
,B12,ROX,N_covid,Unkn,,2.29757726933973,NaN
,C01,ROX,N_covid,Unkn,,NaN,NaN
,C02,ROX,N_covid,Unkn,,NaN,NaN
,C03,ROX,N_covid,Unkn,,2.69954319269774,NaN
,C04,ROX,N_covid,Unkn,,NaN,NaN
,C05,ROX,N_covid,Unkn,,NaN,NaN
,C06,ROX,N_covid,Unkn,,NaN,NaN
,C07,ROX,N_covid,Unkn,,NaN,NaN
,C08,ROX,N_covid,Unkn,,NaN,NaN
,C09,ROX,N_covid,Unkn,,NaN,NaN
,C10,ROX,N_covid,Unkn,,2.792908207513,NaN
,C11,ROX,N_covid,Unkn,,3.08869798925378,NaN
,C12,ROX,N_covid,Unkn,,NaN,NaN
,D01,ROX,N_covid,Unkn,,NaN,NaN
,D02,ROX,N_covid,Unkn,,NaN,NaN
,D03,ROX,N_covid,Unkn,,2.6426738512218,NaN
,D04,ROX,N_covid,Unkn,,1.02324875221596,NaN
,D05,ROX,N_covid,Unkn,,NaN,NaN
,D06,ROX,N_covid,Unkn,,NaN,NaN
,D07,ROX,N_covid,Unkn,,NaN,NaN
,D08,ROX,N_covid,Unkn,,NaN,NaN
,D09,ROX,N_covid,Unkn,,2.3533656065996,NaN
,D10,ROX,N_covid,Unkn,,2.17357855919718,NaN
,D11,ROX,N_covid,Unkn,,NaN,NaN
,D12,ROX,N_covid,Unkn,,2.73583808111884,NaN
,E01,ROX,N_covid,Unkn,,NaN,NaN
,E02,ROX,N_covid,Unkn,,2.62796362229479,NaN
,E03,ROX,N_covid,Unkn,,NaN,NaN
,E04,ROX,N_covid,Unkn,,NaN,NaN
,E05,ROX,N_covid,Unkn,,NaN,NaN
,E06,ROX,N_covid,Unkn,,NaN,NaN
,E07,ROX,N_covid,Unkn,,NaN,NaN
,E08,ROX,N_covid,Unkn,,2.82234753149921,NaN
,E09,ROX,N_covid,Unkn,,NaN,NaN
,E10,ROX,N_covid,Unkn,,4.4843453986605,NaN
,E11,ROX,N_covid,Unkn,,NaN,NaN
,E12,ROX,N_covid,Unkn,,NaN,NaN
,F01,ROX,N_covid,Unkn,,NaN,NaN
,F02,ROX,N_covid,Unkn,,2.83853025267707,NaN
,F03,ROX,N_covid,Unkn,,NaN,NaN
,F04,ROX,N_covid,Unkn,,NaN,NaN
,F05,ROX,N_covid,Unkn,,4.9998325248993,NaN
,F06,ROX,N_covid,Unkn,,NaN,NaN
,F07,ROX,N_covid,Unkn,,NaN,NaN
,F08,ROX,N_covid,Unkn,,NaN,NaN
,F09,ROX,N_covid,Unkn,,NaN,NaN
,F10,ROX,N_covid,Unkn,,4.81561179535349,NaN
,F11,ROX,N_covid,Unkn,,3.0343563783728,NaN
,F12,ROX,N_covid,Unkn,,NaN,NaN
,G01,ROX,N_covid,Unkn,,NaN,NaN
,G02,ROX,N_covid,Unkn,,NaN,NaN
,G03,ROX,N_covid,Unkn,,NaN,NaN
,G04,ROX,N_covid,Unkn,,NaN,NaN
,G05,ROX,N_covid,Unkn,,NaN,NaN
,G06,ROX,N_covid,Unkn,,NaN,NaN
,G07,ROX,N_covid,Unkn,,NaN,NaN
,G08,ROX,N_covid,Unkn,,2.11800872220421,NaN
,G09,ROX,N_covid,Unkn,,NaN,NaN
,G10,ROX,N_covid,Unkn,,NaN,NaN
,G11,ROX,N_covid,Unkn,,3.10160016220615,NaN
,G12,ROX,N_covid,Unkn,,NaN,NaN
,H01,ROX,N_covid,Unkn,,NaN,NaN
,H02,ROX,N_covid,Unkn,,2.15807588551174,NaN
,H03,ROX,N_covid,Unkn,,NaN,NaN
,H04,ROX,N_covid,Unkn,,NaN,NaN
,H05,ROX,N_covid,Unkn,,NaN,NaN
,H06,ROX,N_covid,Unkn,,NaN,NaN
,H07,ROX,N_covid,Unkn,,NaN,NaN
,H08,ROX,N_covid,Unkn,,4.79688399670013,NaN
,H09,ROX,N_covid,Unkn,,2.47003736380735,NaN
,H10,ROX,N_covid,Unkn,,4.71922717194407,NaN
,H11,ROX,N_covid,Unkn,,NaN,NaN
,H12,ROX,N_covid,Unkn,,NaN,NaN
