,Well,Fluor,Target,Content,Sample,Cq,SQ
,D02,Cy5,E_covid,Unkn,,NaN,NaN
,D03,Cy5,E_covid,Unkn,,3.41479891812346,NaN
,D04,Cy5,E_covid,Unkn,,3.01965569052149,NaN
,D05,Cy5,E_covid,Unkn,,4.28782847379671,NaN
,D06,Cy5,E_covid,Unkn,,1.07185715133371,NaN
,D07,Cy5,E_covid,Unkn,,2.82773719478317,NaN
,D08,Cy5,E_covid,Unkn,,4.10418475047915,NaN
,D09,Cy5,E_covid,Unkn,,3.89827354927384,NaN
,D10,Cy5,E_covid,Unkn,,3.99624456986472,NaN
,D11,Cy5,E_covid,Unkn,,NaN,NaN
,D12,Cy5,E_covid,Unkn,,2.90141964188327,NaN
,E01,Cy5,E_covid,Unkn,,3.87916527385344,NaN
,E02,Cy5,E_covid,Unkn,,4.0064565337367,NaN
,E03,Cy5,E_covid,Unkn,,3.90323375913053,NaN
,E04,Cy5,E_covid,Unkn,,3.45936954415857,NaN
,E05,Cy5,E_covid,Unkn,,NaN,NaN
,E06,Cy5,E_covid,Unkn,,NaN,NaN
,E07,Cy5,E_covid,Unkn,,2.29544161960855,NaN
,E08,Cy5,E_covid,Unkn,,2.88121525211872,NaN
,E09,Cy5,E_covid,Unkn,,NaN,NaN
,E10,Cy5,E_covid,Unkn,,4.273108543259,NaN
,E11,Cy5,E_covid,Unkn,,1.25855322393418,NaN
,E12,Cy5,E_covid,Unkn,,NaN,NaN
,F01,Cy5,E_covid,Unkn,,NaN,NaN
,F02,Cy5,E_covid,Unkn,,3.66966792758679,NaN
,F03,Cy5,E_covid,Unkn,,1.07629017285514,NaN
,F04,Cy5,E_covid,Unkn,,1.34115577096679,NaN
,F05,Cy5,E_covid,Unkn,,1.46747347441628,NaN
,F06,Cy5,E_covid,Unkn,,NaN,NaN
,F07,Cy5,E_covid,Unkn,,4.60787562240743,NaN
,F08,Cy5,E_covid,Unkn,,2.87817355084258,NaN
,F09,Cy5,E_covid,Unkn,,NaN,NaN
,F10,Cy5,E_covid,Unkn,,2.95649502339183,NaN
,F11,Cy5,E_covid,Unkn,,3.22749042435634,NaN
,F12,Cy5,E_covid,Unkn,,3.13592014190027,NaN
,G01,Cy5,E_covid,Unkn,,3.32323800434662,NaN
,G02,Cy5,E_covid,Unkn,,2.58611206408952,NaN
,G03,Cy5,E_covid,Unkn,,3.13958222696155,NaN
,G04,Cy5,E_covid,Unkn,,3.30643558837205,NaN
,G05,Cy5,E_covid,Unkn,,2.46416228913708,NaN
,G06,Cy5,E_covid,Unkn,,NaN,NaN
,G07,Cy5,E_covid,Unkn,,2.71071050326262,NaN
,G08,Cy5,E_covid,Unkn,,NaN,NaN
,G09,Cy5,E_covid,Unkn,,NaN,NaN
,G10,Cy5,E_covid,Unkn,,4.21570859462696,NaN
,G11,Cy5,E_covid,Unkn,,3.25174468633328,NaN
,G12,Cy5,E_covid,Unkn,,NaN,NaN
,H01,Cy5,E_covid,Unkn,,3.19604905209911,NaN
,H02,Cy5,E_covid,Unkn,,1.54704335072923,NaN
,H03,Cy5,E_covid,Unkn,,1.03201889508937,NaN
,H04,Cy5,E_covid,Unkn,,NaN,NaN
,H05,Cy5,E_covid,Unkn,,NaN,NaN
,H06,Cy5,E_covid,Unkn,,NaN,NaN
,H07,Cy5,E_covid,Unkn,,2.10282015911244,NaN
,H08,Cy5,E_covid,Unkn,,NaN,NaN
,H09,Cy5,E_covid,Unkn,,4.36834769623932,NaN
,H10,Cy5,E_covid,Unkn,,3.04889228256142,NaN
,H11,Cy5,E_covid,Unkn,,NaN,NaN
,H12,Cy5,E_covid,Unkn,,1.08113111336976,NaN
,A01,FAM,ORF1ab_covid,Neg Ctrl,,3.66732005251028,NaN
,A02,FAM,ORF1ab_covid,Unkn,,3.75958178414043,NaN
,A03,FAM,ORF1ab_covid,Unkn,,3.39119648135026,NaN
,A04,FAM,ORF1ab_covid,Unkn,,1.478659353436,NaN
,A05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A06,FAM,ORF1ab_covid,Unkn,,3.94073545324791,NaN
,A07,FAM,ORF1ab_covid,Unkn,,2.53771609905177,NaN
,A08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A09,FAM,ORF1ab_covid,Unkn,,3.51779384487056,NaN
,A10,FAM,ORF1ab_covid,Pos Ctrl,,4.76281297878856,NaN
,A11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A12,FAM,ORF1ab_covid,Unkn,,1.35720596310431,NaN
,B01,FAM,ORF1ab_covid,Unkn,,4.03445584345336,NaN
,B02,FAM,ORF1ab_covid,Unkn,,1.37094250603807,NaN
,B03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B04,FAM,ORF1ab_covid,Unkn,,3.19910949224095,NaN
,B05,FAM,ORF1ab_covid,Unkn,,1.63205236847349,NaN
,B06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B07,FAM,ORF1ab_covid,Unkn,,3.33885454286975,NaN
,B08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B09,FAM,ORF1ab_covid,Unkn,,4.28217506739785,NaN
,B10,FAM,ORF1ab_covid,Unkn,,4.13015367797834,NaN
,B11,FAM,ORF1ab_covid,Unkn,,4.65392457959779,NaN
,B12,FAM,ORF1ab_covid,Unkn,,1.63942852365741,NaN
,C01,FAM,ORF1ab_covid,Unkn,,1.15237128508348,NaN
,C02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C04,FAM,ORF1ab_covid,Unkn,,4.62848219593372,NaN
,C05,FAM,ORF1ab_covid,Unkn,,2.46012648867816,NaN
,C06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C07,FAM,ORF1ab_covid,Unkn,,2.77057949865677,NaN
,C08,FAM,ORF1ab_covid,Unkn,,2.77898019193596,NaN
,C09,FAM,ORF1ab_covid,Unkn,,1.27455227085284,NaN
,C10,FAM,ORF1ab_covid,Unkn,,4.38091399728206,NaN
,C11,FAM,ORF1ab_covid,Unkn,,3.23122761631381,NaN
,C12,FAM,ORF1ab_covid,Unkn,,4.87100795627009,NaN
,D01,FAM,ORF1ab_covid,Unkn,,4.13042034679734,NaN
,D02,FAM,ORF1ab_covid,Unkn,,2.65189357422454,NaN
,D03,FAM,ORF1ab_covid,Unkn,,2.49746379766389,NaN
,D04,FAM,ORF1ab_covid,Unkn,,4.38404504973901,NaN
,D05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D06,FAM,ORF1ab_covid,Unkn,,4.41849699498368,NaN
,D07,FAM,ORF1ab_covid,Unkn,,4.17939406025018,NaN
,D08,FAM,ORF1ab_covid,Unkn,,1.08633166412338,NaN
,D09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D10,FAM,ORF1ab_covid,Unkn,,2.97128880457828,NaN
,D11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E01,FAM,ORF1ab_covid,Unkn,,4.02739068843865,NaN
,E02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E03,FAM,ORF1ab_covid,Unkn,,1.31881490572596,NaN
,E04,FAM,ORF1ab_covid,Unkn,,1.3609192968753,NaN
,E05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E06,FAM,ORF1ab_covid,Unkn,,3.17034514438076,NaN
,E07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E09,FAM,ORF1ab_covid,Unkn,,3.14243058331937,NaN
,E10,FAM,ORF1ab_covid,Unkn,,1.27445990053636,NaN
,E11,FAM,ORF1ab_covid,Unkn,,3.3201254141191,NaN
,E12,FAM,ORF1ab_covid,Unkn,,4.59459739392025,NaN
,F01,FAM,ORF1ab_covid,Unkn,,3.18117792503423,NaN
,F02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F07,FAM,ORF1ab_covid,Unkn,,3.07061102300068,NaN
,F08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F09,FAM,ORF1ab_covid,Unkn,,4.08836416029703,NaN
,F10,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F11,FAM,ORF1ab_covid,Unkn,,3.15109313788792,NaN
,F12,FAM,ORF1ab_covid,Unkn,,1.54991307144962,NaN
,G01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G02,FAM,ORF1ab_covid,Unkn,,4.47714974491488,NaN
,G03,FAM,ORF1ab_covid,Unkn,,3.07792696772587,NaN
,G04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G05,FAM,ORF1ab_covid,Unkn,,3.65256933909231,NaN
,G06,FAM,ORF1ab_covid,Unkn,,4.11021274536905,NaN
,G07,FAM,ORF1ab_covid,Unkn,,3.22592968381711,NaN
,G08,FAM,ORF1ab_covid,Unkn,,3.31255900813721,NaN
,G09,FAM,ORF1ab_covid,Unkn,,2.89787832643838,NaN
,G10,FAM,ORF1ab_covid,Unkn,,1.67146451429188,NaN
,G11,FAM,ORF1ab_covid,Unkn,,1.22598599849413,NaN
,G12,FAM,ORF1ab_covid,Unkn,,1.28531838021711,NaN
,H01,FAM,ORF1ab_covid,Unkn,,4.37487724952248,NaN
,H02,FAM,ORF1ab_covid,Unkn,,1.39007982275747,NaN
,H03,FAM,ORF1ab_covid,Unkn,,3.12545130119575,NaN
,H04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H05,FAM,ORF1ab_covid,Unkn,,2.9663594750217,NaN
,H06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H07,FAM,ORF1ab_covid,Unkn,,4.19399006960662,NaN
,H08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H09,FAM,ORF1ab_covid,Unkn,,3.23538488958524,NaN
,H10,FAM,ORF1ab_covid,Unkn,,2.97781314526084,NaN
,H11,FAM,ORF1ab_covid,Unkn,,4.83399592903645,NaN
,H12,FAM,ORF1ab_covid,Unkn,,1.09462073579485,NaN
,A01,HEX,IEC,Neg Ctrl,,NaN,NaN
,A02,HEX,IEC,Unkn,,NaN,NaN
,A03,HEX,IEC,Unkn,,NaN,NaN
,A04,HEX,IEC,Unkn,,NaN,NaN
,A05,HEX,IEC,Unkn,,2.72707785411273,NaN
,A06,HEX,IEC,Unkn,,NaN,NaN
,A07,HEX,IEC,Unkn,,NaN,NaN
,A08,HEX,IEC,Unkn,,2.72982403643755,NaN
,A09,HEX,IEC,Unkn,,2.54367937816569,NaN
,A10,HEX,IEC,Pos Ctrl,,NaN,NaN
,A11,HEX,IEC,Unkn,,NaN,NaN
,A12,HEX,IEC,Unkn,,2.56680580909784,NaN
,B01,HEX,IEC,Unkn,,2.60746535331758,NaN
,B02,HEX,IEC,Unkn,,NaN,NaN
,B03,HEX,IEC,Unkn,,NaN,NaN
,B04,HEX,IEC,Unkn,,NaN,NaN
,B05,HEX,IEC,Unkn,,NaN,NaN
,B06,HEX,IEC,Unkn,,2.29085829945022,NaN
,B07,HEX,IEC,Unkn,,2.85458727772521,NaN
,B08,HEX,IEC,Unkn,,2.55374940300928,NaN
,B09,HEX,IEC,Unkn,,NaN,NaN
,B10,HEX,IEC,Unkn,,2.79425291277768,NaN
,B11,HEX,IEC,Unkn,,NaN,NaN
,B12,HEX,IEC,Unkn,,NaN,NaN
,C01,HEX,IEC,Unkn,,4.58266613344925,NaN
,C02,HEX,IEC,Unkn,,NaN,NaN
,C03,HEX,IEC,Unkn,,NaN,NaN
,C04,HEX,IEC,Unkn,,4.24098345356332,NaN
,C05,HEX,IEC,Unkn,,2.47189760811015,NaN
,C06,HEX,IEC,Unkn,,2.42845147703803,NaN
,C07,HEX,IEC,Unkn,,4.26679551389416,NaN
,C08,HEX,IEC,Unkn,,4.13855170773151,NaN
,C09,HEX,IEC,Unkn,,3.01143099540152,NaN
,C10,HEX,IEC,Unkn,,NaN,NaN
,C11,HEX,IEC,Unkn,,2.42060524795569,NaN
,C12,HEX,IEC,Unkn,,2.39447447377289,NaN
,D01,HEX,IEC,Unkn,,1.96593811354685,NaN
,D02,HEX,IEC,Unkn,,4.55189443000791,NaN
,D03,HEX,IEC,Unkn,,NaN,NaN
,D04,HEX,IEC,Unkn,,NaN,NaN
,D05,HEX,IEC,Unkn,,NaN,NaN
,D06,HEX,IEC,Unkn,,1.03150257722622,NaN
,D07,HEX,IEC,Unkn,,2.60777769232668,NaN
,D08,HEX,IEC,Unkn,,2.83203156566494,NaN
,D09,HEX,IEC,Unkn,,4.3130312760664,NaN
,D10,HEX,IEC,Unkn,,2.59444594226169,NaN
,D11,HEX,IEC,Unkn,,2.44481281508323,NaN
,D12,HEX,IEC,Unkn,,2.58471590930837,NaN
,E01,HEX,IEC,Unkn,,3.10497877204072,NaN
,E02,HEX,IEC,Unkn,,NaN,NaN
,E03,HEX,IEC,Unkn,,3.23269090700919,NaN
,E04,HEX,IEC,Unkn,,NaN,NaN
,E05,HEX,IEC,Unkn,,NaN,NaN
,E06,HEX,IEC,Unkn,,NaN,NaN
,E07,HEX,IEC,Unkn,,2.15990751397262,NaN
,E08,HEX,IEC,Unkn,,1.28268808587757,NaN
,E09,HEX,IEC,Unkn,,2.17510711309684,NaN
,E10,HEX,IEC,Unkn,,NaN,NaN
,E11,HEX,IEC,Unkn,,2.48269219952165,NaN
,E12,HEX,IEC,Unkn,,2.6269805026075,NaN
,F01,HEX,IEC,Unkn,,NaN,NaN
,F02,HEX,IEC,Unkn,,2.45424209977946,NaN
,F03,HEX,IEC,Unkn,,3.97609147605595,NaN
,F04,HEX,IEC,Unkn,,2.80730515116938,NaN
,F05,HEX,IEC,Unkn,,NaN,NaN
,F06,HEX,IEC,Unkn,,1.90007015503113,NaN
,F07,HEX,IEC,Unkn,,2.45736224807004,NaN
,F08,HEX,IEC,Unkn,,NaN,NaN
,F09,HEX,IEC,Unkn,,2.09804097563087,NaN
,F10,HEX,IEC,Unkn,,NaN,NaN
,F11,HEX,IEC,Unkn,,4.27194324056073,NaN
,F12,HEX,IEC,Unkn,,NaN,NaN
,G01,HEX,IEC,Unkn,,2.92944772148328,NaN
,G02,HEX,IEC,Unkn,,2.39519093756777,NaN
,G03,HEX,IEC,Unkn,,2.21281828420977,NaN
,G04,HEX,IEC,Unkn,,NaN,NaN
,G05,HEX,IEC,Unkn,,3.71187464567293,NaN
,G06,HEX,IEC,Unkn,,2.66806656175286,NaN
,G07,HEX,IEC,Unkn,,2.46792507754923,NaN
,G08,HEX,IEC,Unkn,,2.5388748882605,NaN
,G09,HEX,IEC,Unkn,,NaN,NaN
,G10,HEX,IEC,Unkn,,NaN,NaN
,G11,HEX,IEC,Unkn,,2.28572467490552,NaN
,G12,HEX,IEC,Unkn,,NaN,NaN
,H01,HEX,IEC,Unkn,,2.7052352414626,NaN
,H02,HEX,IEC,Unkn,,4.00435493921587,NaN
,H03,HEX,IEC,Unkn,,NaN,NaN
,H04,HEX,IEC,Unkn,,3.80799758951616,NaN
,H05,HEX,IEC,Unkn,,NaN,NaN
,H06,HEX,IEC,Unkn,,NaN,NaN
,H07,HEX,IEC,Unkn,,NaN,NaN
,H08,HEX,IEC,Unkn,,NaN,NaN
,H09,HEX,IEC,Unkn,,NaN,NaN
,H10,HEX,IEC,Unkn,,4.23177911880353,NaN
,H11,HEX,IEC,Unkn,,1.08509617826513,NaN
,H12,HEX,IEC,Unkn,,NaN,NaN
,A01,ROX,N_covid,Neg Ctrl,,NaN,NaN
,A02,ROX,N_covid,Unkn,,NaN,NaN
,A03,ROX,N_covid,Unkn,,3.39695298558107,NaN
,A04,ROX,N_covid,Unkn,,4.31459496756519,NaN
,A05,ROX,N_covid,Unkn,,1.51836435717258,NaN
,A06,ROX,N_covid,Unkn,,3.25985289801651,NaN
,A07,ROX,N_covid,Unkn,,NaN,NaN
,A08,ROX,N_covid,Unkn,,3.06029707506694,NaN
,A09,ROX,N_covid,Unkn,,1.03085390661356,NaN
,A10,ROX,N_covid,Pos Ctrl,,1.28272105935508,NaN
,A11,ROX,N_covid,Unkn,,2.43152855388757,NaN
,A12,ROX,N_covid,Unkn,,1.25674710516249,NaN
,B01,ROX,N_covid,Unkn,,4.24576332493526,NaN
,B02,ROX,N_covid,Unkn,,1.07483684233688,NaN
,B03,ROX,N_covid,Unkn,,NaN,NaN
,B04,ROX,N_covid,Unkn,,NaN,NaN
,B05,ROX,N_covid,Unkn,,3.60545463864753,NaN
,B06,ROX,N_covid,Unkn,,3.13476625579576,NaN
,B07,ROX,N_covid,Unkn,,1.38658294544931,NaN
,B08,ROX,N_covid,Unkn,,4.31145037388973,NaN
,B09,ROX,N_covid,Unkn,,NaN,NaN
,B10,ROX,N_covid,Unkn,,3.45529028741003,NaN
,B11,ROX,N_covid,Unkn,,1.29975802409832,NaN
,B12,ROX,N_covid,Unkn,,1.15502304583365,NaN
,C01,ROX,N_covid,Unkn,,3.10751178756778,NaN
,C02,ROX,N_covid,Unkn,,1.02860075397977,NaN
,C03,ROX,N_covid,Unkn,,4.17005160757553,NaN
,C04,ROX,N_covid,Unkn,,1.44849194455539,NaN
,C05,ROX,N_covid,Unkn,,NaN,NaN
,C06,ROX,N_covid,Unkn,,3.8182963725454,NaN
,C07,ROX,N_covid,Unkn,,NaN,NaN
,C08,ROX,N_covid,Unkn,,NaN,NaN
,C09,ROX,N_covid,Unkn,,2.70996763442341,NaN
,C10,ROX,N_covid,Unkn,,4.47846042579962,NaN
,C11,ROX,N_covid,Unkn,,4.49840003783939,NaN
,C12,ROX,N_covid,Unkn,,NaN,NaN
,D01,ROX,N_covid,Unkn,,NaN,NaN
,D02,ROX,N_covid,Unkn,,1.0216703476612,NaN
,D03,ROX,N_covid,Unkn,,NaN,NaN
,D04,ROX,N_covid,Unkn,,4.15434382925365,NaN
,D05,ROX,N_covid,Unkn,,1.21066326090746,NaN
,D06,ROX,N_covid,Unkn,,4.64011096814846,NaN
,D07,ROX,N_covid,Unkn,,NaN,NaN
,D08,ROX,N_covid,Unkn,,4.41306878243911,NaN
,D09,ROX,N_covid,Unkn,,2.45981272093023,NaN
,D10,ROX,N_covid,Unkn,,3.6679839535739,NaN
,D11,ROX,N_covid,Unkn,,3.0815905956449,NaN
,D12,ROX,N_covid,Unkn,,3.61887405776033,NaN
,E01,ROX,N_covid,Unkn,,NaN,NaN
,E02,ROX,N_covid,Unkn,,4.29869010249369,NaN
,E03,ROX,N_covid,Unkn,,NaN,NaN
,E04,ROX,N_covid,Unkn,,NaN,NaN
,E05,ROX,N_covid,Unkn,,4.15955090134961,NaN
,E06,ROX,N_covid,Unkn,,NaN,NaN
,E07,ROX,N_covid,Unkn,,1.19656062944166,NaN
,E08,ROX,N_covid,Unkn,,NaN,NaN
,E09,ROX,N_covid,Unkn,,3.39797001365237,NaN
,E10,ROX,N_covid,Unkn,,4.35199961323264,NaN
,E11,ROX,N_covid,Unkn,,NaN,NaN
,E12,ROX,N_covid,Unkn,,2.88513020065371,NaN
,F01,ROX,N_covid,Unkn,,NaN,NaN
,F02,ROX,N_covid,Unkn,,NaN,NaN
,F03,ROX,N_covid,Unkn,,NaN,NaN
,F04,ROX,N_covid,Unkn,,NaN,NaN
,F05,ROX,N_covid,Unkn,,2.55056048953037,NaN
,F06,ROX,N_covid,Unkn,,4.65374597303835,NaN
,F07,ROX,N_covid,Unkn,,1.4520429564679,NaN
,F08,ROX,N_covid,Unkn,,NaN,NaN
,F09,ROX,N_covid,Unkn,,3.00997489073879,NaN
,F10,ROX,N_covid,Unkn,,4.90905651004298,NaN
,F11,ROX,N_covid,Unkn,,3.97619359371744,NaN
,F12,ROX,N_covid,Unkn,,1.23768091566128,NaN
,G01,ROX,N_covid,Unkn,,NaN,NaN
,G02,ROX,N_covid,Unkn,,NaN,NaN
,G03,ROX,N_covid,Unkn,,NaN,NaN
,G04,ROX,N_covid,Unkn,,3.0576403055841,NaN
,G05,ROX,N_covid,Unkn,,NaN,NaN
,G06,ROX,N_covid,Unkn,,4.4626119731851,NaN
,G07,ROX,N_covid,Unkn,,4.57322073360447,NaN
,G08,ROX,N_covid,Unkn,,2.92886042577648,NaN
,G09,ROX,N_covid,Unkn,,NaN,NaN
,G10,ROX,N_covid,Unkn,,2.54141523191727,NaN
,G11,ROX,N_covid,Unkn,,NaN,NaN
,G12,ROX,N_covid,Unkn,,4.61317179891538,NaN
,H01,ROX,N_covid,Unkn,,1.37432997121256,NaN
,H02,ROX,N_covid,Unkn,,2.79465440387148,NaN
,H03,ROX,N_covid,Unkn,,4.14776995539745,NaN
,H04,ROX,N_covid,Unkn,,4.62843351183811,NaN
,H05,ROX,N_covid,Unkn,,NaN,NaN
,H06,ROX,N_covid,Unkn,,3.2297396266337,NaN
,H07,ROX,N_covid,Unkn,,NaN,NaN
,H08,ROX,N_covid,Unkn,,NaN,NaN
,H09,ROX,N_covid,Unkn,,NaN,NaN
,H10,ROX,N_covid,Unkn,,NaN,NaN
,H11,ROX,N_covid,Unkn,,NaN,NaN
,H12,ROX,N_covid,Unkn,,NaN,NaN
